Collection Name,Title#1,Title#1$1,Title#1$2,Creator#1,Creator#2$2,Creator#2$1,Creator#2,Creator#3,Subject#1$10,Subject#1$11,Subject#1$12,Subject#1$13,Subject#1$14,Subject#1$15,Subject#1$1,Subject#1$3,Subject#1$2,Subject#1$5,Subject#1$4,Subject#1$7,Subject#1$6,Subject#1$9,Subject#1$8,Subject#1,Subject#2,Subject#2$2,Subject#2$1,Subject#2$3,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Description#1,Description Type#1,Description#2,Description Type#2,Description#3,Description Type#3,Description#4,Description#5,Description#6,Publisher#1,Contributor#1,Contributor#1$1,Contributor#1$2,Contributor#1$5,Contributor#1$3,Contributor#1$4,Contributor#2$1,Contributor#2$2,Contributor#2$3,Contributor#2,Contributor#3,Contributor#4,Contributor#5,Contributor#6,Contributor#7,Date#1$1,Date#1$3,Date#1$2,Date#1,Type#1,Format#1,Identifier#1,Source#1,Language#1,Relation#1,Relation Type#1,Relation href#1,Relation#2,Relation Type#2,Relation href#2,Relation#3,Relation Type#3,Relation href#3,Relation#4,Relation Type#4,Relation href#4,Relation#5,Relation Type#5,Relation href#5,Relation#6,Relation Type#6,Relation href#6,Coverage (Spatial)#1,Coverage (Spatial)#1$14,Coverage (Spatial)#1$15,Coverage (Spatial)#1$10,Coverage (Spatial)#1$11,Coverage (Spatial)#1$12,Coverage (Spatial)#1$13,Coverage (Spatial)#1$3,Coverage (Spatial)#1$4,Coverage (Spatial)#1$1,Coverage (Spatial)#1$2,Coverage (Spatial)#1$7,Coverage (Spatial)#1$8,Coverage (Spatial)#1$5,Coverage (Spatial)#1$6,Coverage (Spatial)#1$9,Coverage (Temporal)#1$1,Coverage (Temporal)#1$2,Coverage (Temporal)#1,Coverage (Spatial)#2,Coverage (Temporal)#2,Coverage (Temporal)#3,Coverage (Temporal)#4,Rights#1,Editing notes#1$1,Editing notes#1$2,Editing notes#1,Sort#1,Editing notes#2,Sort#2,Editing notes#3,Sort#3
Colorado Coal Project,Interview with John and Caroline Tomsic (part 2 of 2),,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,Coal miners -- Personal narratives,Strikes and lockouts -- Coal mining -- Colorado,Labor disputes -- Utah,Coal mines and mining,Strikes and lockouts -- Coal mining -- Utah,Coal mining -- Utah,Coal mining -- Colorado,,Labor disputes -- Colorado,,,,,,,,,,,,,,,"General discussion of life in the mining camps for the miners' wives and the medicine for black lung disease. Mr. Tomsic discusses the lack of education for the miners and for the children in the camp. He relates the difficulties of living with black lung, and he recalls the militia's attempts to break up the picket lines during the strike of 1933 with Mormons, KKK and farmers. The couple discuss conflict faced by foreigners in Utah with the KKK and Mormons in the area. Mr. Tomsic points himself out in an old mining photo.",summary,"Transcript begins ~p. 41 of pdf 20 min: Life as a miner's wife; black lung medication; lack of education in mining camps = p. 47 of pdf 30 min: Difficulties of living with black lung; militia attempts to break 1933 strike = p. 52 of pdf 40 min: Conflicts in Utah between foreigners, the KKK and Mormons; old mining photos = p. 60 of pdf Transcript ends; general conversation about family photos 44 min: audio ends",SegmentSequence,,,,,,University of Colorado Boulder Archives,,"Tomsic, Caroline","Tomsic, John",,,,,,,,,,,,,,,,4/28/1978,MovingImage,video/mp4,165-Tomsic,Colorado Coal Project Collection,English,164-Tomsic,relatedTo,http://cudl.colorado.edu/luna/servlet/s/nvq975,narv_coloradoCoal_transTomsic,derivedFrom,http://cudl.colorado.edu/luna/servlet/s/51uo5c,,,,,,,,,,,,,,,,,,,,"Spring Canyon, UT",,"Ludlow, CO","Delagua, CO",,,,,,,,1904/1978,,,,,,,,JZ: this video covers pages 41-60 of the transcript; 17 Feb. 2014,,,,,
Colorado Coal Project,Interview with Mrs. Angela Tonso.,,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,"Coal Strike, Colo., 1913-1914",Coal mining -- Colorado,Coal mines and mining,Strikes and lockouts -- Coal mining -- Colorado,Labor disputes -- Colorado,,,,,,,,,,,,,,,,,,,"A new bride from the Tyrol arrived in Colorado just 14 days before the general coal strike call on 24 Sept. 1913. They moved out of their company house that night amidst 3 feet of snow. She was stranded 4 days alone at a ranch while her husband was jailed by the company in Trinidad. They eventually found refuge in a tent in the union camp in Ludlow. John D. Rockefeller's company and the state militia made camp life difficult. Single women shuttled weapons and supplies to the fighting strikers; she was shot at, leaving her hat with a bullet hole. Union railroad crews near the strikers deployed trains as blockades, gave them water from the engine supplies, and sounded the alert when strikebreakers were arriving. Ranchers and merchants provided food for the strikers and families. Supporters from Trinidad and elsewhere brought clothing and bread; they provided electricity and a street light for the union camp. Strikers depleted the area of fish and even pet cats. Women walked the picket line, before the massacre. When the militia began shooting, women and children hid in the dry creek bed. Miners were striking not just for pay, but also for benefits to those injured or killed on the job. They demanded a shorter work-day, more protection in the mine and the right to pick up spillage. They had been forced to shop at the company store and take their pay in trade. On 20 April 1914 she was asleep in a tent, next to the parents and child killed and portrayed in the monument at Ludlow. Strikers and supporters were shot by militia, angering the union camp. She reports that someone started the fire at night, splashing kerosene about to worsen the flames. People with only their nightclothes fled the union camp toward the highway. She survived with frostbitten feet. There were no caskets, so the dead were wrapped in canvas and buried in the prairie. After the massacre, she spoke before union meetings with Mother Jones. Following a march in Trinidad, Mother Jones was detained in the hospital. The strike dragged on, mines closed, and her husband found ranch work. Eventually, the strike failed. The couple settled in Crested Butte.",summary,,,,,,,,University of Colorado Boulder Archives,,"Tonso, Angela","[Tonso, Angeline]",,"[Tonso, Mrs. Raymond]",,,,,,,,,,,,,,10/12/1983,Text,text/pdf,narv_coloradoCoal_transTonso,Colorado Coal Project Collection,English,,,,,,,,,,,,,,,,,,,"Ludlow, CO",,,,,,,,,,,,,,,,,,1913/1983,,,,,,,,JZ: no video yet found for this transcript. 24 Mar. 2014,,,,,
Colorado Coal Project,Interview with Raymond Toson and his sister.,,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,,,,,,,,,,Coal mines and mining,,Coal mining -- Colorado,Coal miners -- Personal narratives,Coal mining -- Utah,,,,,,,,,,"Raymond (son of Italian immigrants) began mining in 1920 (Aguilar) and participated in the 1922 UMWA strike. He left when the strike was broken by ""state rangers"". Part of mine rescue and firefighting teams, he discusses mining fatalities: a 24-hour shutdown of the mine and the body borne out by other miners. IWW strikes ""took more men out that any of the other strikes"", such as the 1933 strike by National Miners' Union. The company threatened strikers, who may never recover their losses. He recalls a strikers' parade (in Price, Utah), tear-gassed in 1933. The rivalry between unions (UMWA, NMU) allowed owners to pit them against each other. He expects more coal production (especially of low-sulfur coal) benefitting the economy of towns like Helper, Utah. He left mining for lack of work, with no pension but a case of black lung. His sister also talks about those killed in mines.",summary,,,,,,,,University of Colorado Boulder Archives,,"Toson, Raymond 1904-1994","Vik, Randy",,,,,,,,,,,,,,,,4/28/1978,Text,text/pdf,narv_coloradoCoal_transToson,Colorado Coal Project Collection,English,163-Toson,sourceFor,http://cudl.colorado.edu/luna/servlet/s/iwe6a0,,,,,,,,,,,,,,,,,,,,,,,"Dawson, NM","Castle Gate, UT","Carbon Fuel Mine, UT","Aguilar, CO","Standardville, UT","Morley, CO","Ludlow, CO","Helper, UT",,,,1920/1942,,,,,,,,JZ,,,,,
Colorado Coal Project,Interview with Raymond Toson and his sister,,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,,,,,,,,,,Coal mines and mining,,Coal mining -- Colorado,Coal miners -- Personal narratives,Coal mining -- Utah,,,,,,,,,,"Raymond (son of Italian immigrants) began mining in 1920 (Aguilar) and participated in the 1922 UMWA strike. He left when the strike was broken by ""state rangers"". Part of mine rescue and firefighting teams, he discusses mining fatalities: a 24-hour shutdown of the mine and the body borne out by other miners. IWW strikes ""took more men out that any of the other strikes"", such as the 1933 strike by National Miners' Union. The company threatened strikers, who may never recover their losses. He recalls a strikers' parade (in Price, Utah) that was tear-gassed in 1933. The rivalry between unions (UMWA, NMU) allowed owners to pit them against each other. He expects more coal production (especially of low-sulfur coal), benefitting the economy of towns like Helper, Utah. He left mining for lack of work, with no pension but a case of black lung. His sister also talks about those killed in mines.",summary,"10 min: Coal mining in the 1920's; the UMW strike; the Ludlow massacre = Pg. 10 of pdf 20 min: The dangers of mining and its impact on coaltowns; joining the union in 1920 = Pg. 20 of pdf 30 min: UMW and IWW strikes in the 1920's to 1930's; conflicts with company workers = Pg 29 of pdf 40 min: Mining returns to the town; attack during the 1933 strike; his black lung disease = Pg. 39 of pdf 50 min: 1913-1914 strike; decline of the UMW; his early mining days; his sister joins in = Pg. 52 of pdf 61 min: Toson's sister -- son's death in the mines, and danger to others; end of interview = Pg. 61 of pdf",SegmentSequence,,,,,,University of Colorado Boulder Archives,,"Toson, Raymond 1904-1994","Vik, Randy",,,,,,,,,,,,,,,,4/28/1978,MovingImage,video/mp4,163-Toson,Colorado Coal Project Collection,English,narv_coloradoCoal_transToson,derivedFrom,http://cudl.colorado.edu/luna/servlet/s/ohl0or,,,,,,,,,,,,,,,,,,,,,,,"Dawson, NM","Castle Gate, UT","Carbon Fuel Mine, UT","Aguilar, CO","Standardville, UT","Morley, CO","Ludlow, CO","Helper, UT",,,,1920/1942,,,,,,,,JZ,,,,,
Colorado Coal Project,"Interview about Dawson, New Mexico",,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,Coal miners -- Personal narratives,Coal mining -- New Mexico -- Colfax County,Coal mines and mining,,Coal mining -- New Mexico -- Dawson,,,,,,,,,,,,,,,,,,,"At its peak, Dawson included numerous railroad facilities, ethnic neighborhoods, boarding houses, machine shops, mule barn, tipple, a 4-story company store, round house, both a grade and high school, bank, jail, dispensary, hospital, morgue, saloon, and a gym. Mine explosions occurred in 1913 and 1923. This miner played pool for spending money, turned his mining paycheck over to his mother. Union organizing began about 1934, with the UMWA recognized in 1940. The town had sports teams and children played games of penny-toss and marbles. Ethnic groups defended each other in bar-fights with outsiders, though Blacks lived in a separate settlement, miles away. Still seen are remnants of coke ovens, which produced coke for the Phelps-Dodge copper smelter in Arizona. In 1950, coal production ended: the company ""didn't want the union"".",summary,,,,,,,,University of Colorado Boulder Archives,"Tovar, Gerardo 1909-1987",,,,,,,,,,,,,,,,,,6/26/1978,Text,text/pdf,narv_coloradoCoal_transTovar,Colorado Coal Project Collection,English,197-Tovar,sourceFor,http://cudl.colorado.edu/luna/servlet/s/8ek2s9,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson, NM","Colfax County, NM",,,,,,,,1903/1950,,,,,,,,JZ,,,,,
Colorado Coal Project,"Interview about Dawson, New Mexico",,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,Coal miners -- Personal narratives,Coal mining -- New Mexico -- Colfax County,Coal mines and mining,,Coal mining -- New Mexico -- Dawson,,,,,,,,,,,,,,,,,,,"At its peak, Dawson included numerous railroad facilities, ethnic neighborhoods, boarding houses, machine shops, mule barn, tipple, a 4-story company store, round house, both a grade and high school, bank, jail, dispensary, hospital, morgue, saloon, and a gym. Mine explosions occurred in 1913 and 1923. This miner played pool for spending money, turned his mining paycheck over to his mother. Union organizing began about 1934, with the UMWA recognized in 1940. The town had sports teams and children played games of penny-toss and marbles. Ethnic groups defended each other in bar-fights with outsiders, though Blacks lived in a separate settlement, miles away. Still seen are remnants of coke ovens, which produced coke for the Phelps-Dodge copper smelter in Arizona. In 1950, coal production ended: the company ""didn't want the union"".",summary,"10 min: His memories of Dawson, NM and of the 1940 strike = p. 6 of pdf 20 min: 1923 mine explosion; dangers of coal dust and gas in the mines = p. 13 of pdf 30 min: Unity in Dawson, despite varied ethnic groups (pause in interview, without audio) = p. 16 of pdf 55 min: (No audio) History of Dawson; end of coal production in the 1950's = p. 41 of pdf",SegmentSequence,,,,,,University of Colorado Boulder Archives,"Tovar, Gerardo 1909-1987",,,,,,,,,,,,,,,,,,6/26/1978,MovingImage,video/mp4,197-Tovar,Colorado Coal Project Collection,English,narv_coloradoCoal_transTova,derivedFrom,http://cudl.colorado.edu/luna/servlet/s/j4sf05,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson, NM","Colfax County, NM",,,,,,,,1903/1950,,,,,,,,JZ,,,,,
Colorado Coal Project,"Valdez, John (Walsenburg, Colo.) plus 1930 Map of Colorado, Gergich House, Todd House, Walsenburg main street, Twin Sisters Peaks, La Veta Museum",,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,Coal miners -- Children -- Colorado,Coal mining -- Colorado,Coal mines and mining,Strikes and Lockouts -- Coal mining -- Colorado,Labor disputes -- Colorado,,,,,,,,,,,,,,,,,,,"Interview with ex-miner John Valdez in Walsenburg, CO. Valdez looks at various articles and explains them to the interviewers, photos and awards given to the mine for safety, etc. Valdez tells about how the coal was once mined by individuals who were paid by the ton. He also describes incidents that endangered his life when he worked in the mines, and a particular incident that injured his back, requiring him to have extensive rehabilitation. John Valdez also tells the interviewers all of the mines he has worked for in his lifetime, scattered around Colorado and Wyoming, and how he followed a supervisor from one site to the next for the work, taking his family with him as he moved. When asked about how his family felt about the migrant nature of the work, he says that his son was very upset when they left Rock Springs, Wyoming, because he was about to graduate from high school. Valdez also discusses the labor movement and the effect that the strikes had on his daily life.",summary,"00:00:30 -- Interview begins; reviewing photos and a list of safety awards 00:10:00 -- locations of his children and extended family 00:20:00 -- explains the difficulty of mining ""low coal"" 00:30:00 -- his work as supervisor, with frequent changes of mines 00:40:00 -- signing release form for his interview 00:42:40 -- audio ends; switch to exterior footage of houses and street scenes (in Walsenburg?) 00:50:00 -- (no audio) photos of Sheriff Farr, Shorty Martinez 01:00:00 -- concludes with group photo, Socialist Party rally in Walsenburg, including Eugene V. Debs; returns to photo of Sheriff Farr",SegmentSequence,,,,,,University of Colorado Boulder Archives,"Valdez, John 1915-2007",,,,,,,,,,,,,,,,,,2/9/1978,MovingImage,video/mp4,129-Valdez,Colorado Coal Project Collection,English,,,,,,,,,,,,,,,,,,,,,,,,,,"Walsenburg, CO",,"Rock Springs, WY","La Veta, CO",,,,,,,,1978,,,,,,,,"no transcript yet found for this video; 27 Mar. 2014, JZ",,,,,
Colorado Coal Project,Interview with Mr. Fred Voll,,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,Coal mines and mining,Helper (Utah),Coal mining -- Utah -- Carbon County,,"Voll, Fred W., 1896-1991",,,,,,,,,,,,,,,,,,,"(no transcript available for this videotaped interview) 10:00 -- viewing film ""Helper on Parade"" 20:00 -- continue viewing film 30:00 -- viewing slide-show about the coal industry in Carbon County, Utah 40:00 -- continue viewing slide-show about the coal industry in Helper, Utah 50:00 -- slide-show continues, including views of cemetery 60:00 -- viewing murals showing development of the coal industry in Utah",SegmentSequence,"The interview begins with screening of the short film, ""Helper on Parade"". Mr. Voll names numerous people seen in the film. Also seen are: an arch and underpass leading into town, the fire engine, the ""balance rock"" formation on cliff at edge of town, the school, local newspaper, local grocer, the bank, service station, barber shop, the Castle Gate rock formation outside of town. The film shows loading of coal into trucks at the Spring Canyon Coal Co. The mines used gravity to move coal cars. Also seen are the Standardville school, bakery, 1940 footage of a new car, the furniture store, dairy, a sweet shop/theatre, and the railroad roundhouse. Railroad footage ends ~ 20:30. Voll discusses screening of the movie for longtime residents. We see a slide-show about the coal industry in Carbon County, Utah, including coal seams , Castle Gate -- where Butch Cassidy robbed the payroll at the oldest continuously-used mine office in the U.S. All the mining equipment has now been removed. The town was named Helper because it was the place where engines were added, to get the train up the hill. Also seen are views of the company town of Standardville (almost all now removed), views of Sunnyside (served by Rio Grande RR), close-ups of the ""balanced rock"" formation, a photo of the ""Big John"" mythical figure, the town hospital, steam power plant, and Scofield, Utah. Mr. Voll describes the murals seen in the Helper Coal Mining Museum: they show the settlement of Winter Quarters, early hand-mining with picks, hand-drilling, and the first railroad from Springville to Tucker. This was a ""cut-back"" track: the engine would go up to the first curve and then back up along the next leg of the slope. Murals also shoe the coke ovens at Sunnyside (""bee-hives"" which were then the largest coke ovens in the world). The video ends with no audio -- just footage of a photo of a child in miner's gear (holding a pick and smoking a pipe) and footage of UMWA ribbons/awards.",summary,,,,,,University of Colorado Boulder Archives,"Voll, Fred W., 1896-1991",,,,,,,,,,,,,,,,,,4/26/1978,MovingImage,video/mp4,158-Voll,Colorado Coal Project Collection,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Helper, UT","Carbon County, UT",,,,,,,,1922/1978,,,,,,,,JZ,,,,,
Colorado Coal Project,"Party at the Portal, Paonia, Colorado.",,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,Coal miners -- Personal narratives,Coal mining -- Colorado,Coal mines and mining,Strikes and lockouts -- Coal mining -- Colorado,Labor disputes -- Colorado,,,,,,,,,,,,,,,,,,,"Tim and Mary Walsh talk to the interviewers about how they came to be miners and ended up working at the non-union Westmoreland Mine together. They had problems with management when they began organizing employees around the lack of safety measures. They explain the procedure of ""pulling pillars"" after a section has been mined. It is dangerous and requires the utmost in safety precautions, such as timbering the ceiling, which was not always done. Mary describes a cave-in accident she had as a consequence. The company had been having lease issues and started mined into a coal burn area, which also leads to cave-ins. Fifty percent of the employees would have to join the union for negotiations to be possible.",summary,,,,,,,,University of Colorado Boulder Archives,"Walsh, Tim",,,,,,,,,"Walsh, Mary",,,,,,,,,3/9/1978,Text,text/pdf,narv_coloradoCoal_transParty,Colorado Coal Project Collection,English,145-Portal-Party,sourceFor,,,,,,,,,,,,,,,,,,,,,,,,,,"Westmoreland Mine, CO","Paonia, CO",,,,,,,,3/9/1978,,,,,,,,JZ,,,,,
Colorado Coal Project,End of union meeting and interview with a mining couple,,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,,,,,,,,,,Coal mines and mining,Coal miners -- Personal narratives,,,,Amusements -- United States,Coal miners -- Labor unions -- Colorado -- History -- 20th century,,,,,,,,"00:00 Talk of whether farmers will support the miners 10:00 Miners mingling outside the school 20:00 A mining couple talk about the procedure known as ""pulling pillars"" 30:00 Live music at the saloon (Wurlitzer organ and electric guitar) 40:00 Live music and children at the saloon 50:00 Saloon scenes 60:00 Saloon audience 1:00:50 End",segmentSequence,"The local union meeting ends on a positive note, where members acknowledge the involvement of women miners and the support from younger miners on the pension issue. The active support from labor unions all over the country is also applauded. Then Tim and Mary Walsh talk about how they came to be miners at the non-union Westmoreland Mine together. They had problems with management when they organizing employees around the lack of safety measures. They explain the procedure of ""pulling pillars"" after a section has been mined. It is dangerous and requires the utmost in safety precautions, such as timbering the ceiling, which was not always done. Mary describes a cave-in accident she had as a consequence. The company had been having lease issues and started mined into a coal burn area, which also leads to cave-ins. Fifty percent of the employees would have to join the union for negotiations to be possible. The last part of the video shows the beginning of the portal party at a saloon.",summary,,,,,,University of Colorado Boulder Archives,"Walsh, Tim",,,,,,,,,"Walsh, Mary",,,,,,,,,3/9/1978,MovingImage,video/mp4,145-Portal-Party,Colorado Coal Project Collection,English,narv_coloradoCoal_transParty,derivedFrom,http://cudl.colorado.edu/luna/servlet/s/6ir5r4,144-Union Meeting,relatedTo,http://cudl.colorado.edu/luna/servlet/s/i887q1,147-Portal-Party,relatedTo,http://cudl.colorado.edu/luna/servlet/s/i74zzq,146-Portal-Party,relatedTo,,,,,,,,,,,,,,,,,"Westmoreland Mine, CO","Paonia, CO",,,,,,,,1950/1978,,,,,,,,"CAH: Walsh interview, 11:00 to 27:00, is p.1-12(end) of Party transcript; no transcipts for rest of video.",,,,,
Colorado Coal Project,Interview with Mr. Frank Wojtylka,,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.",,,,,,,,Coal mines and mining,Cokedale (Colo.),"Coal mining -- Colorado -- Las Animas County, CO",Strikes and lockouts -- Coal mining -- Colorado,Labor disputes -- Colorado,,,,,,,,,,,,,,,,,,,"(no transcript available for this video interview) 10:00 -- discussing strikes by Wobblies and others 20:00 -- Cokedale changes from company town to private ownership 30:00 -- recalls parties in the coal camps 40:00 -- discusses gambling in Cokedale, years ago 50:00 -- compares life and costs today vs. during FDR's presidency ~1:04:00 -- videorecording ends",SegmentSequence,"This retired coal miner from Cokedale, Colorado discusses changes in the coal industry: area mines were busy in WWII, but shut down in 1947. As production wound down, the company was finding too much ""sulphur"" rock per load of coal. His dad died of ""miner's consumption"" (i.e. black lung). Wojtylka recalls many nationalities in Cokedale, including some Japanese miners when he was young. He also remembers an explosion in the mine. During a strike at Cokedale, scabs were beaten up by union members from out of town. (There had been less union organization at Cokedale, but more at Sopris and other nearby mines.) During the 1927 ""Wobblies"" strike (which in this area started at Valdez by the IWW), strikers scattered nails on the road. Cokedale coal mines had gotten union organization by 1943. The companies even provided bus transport to the coal mine. Wojtylka details conflicts between old-timers and newcomers to town. He served on the town council for quite a while; they organized town services after the company sold out. Cokedale is one of the few company towns that survived. Buildings sold for about $400 for a 4-room house. Over time, home heating has changed from coal to natural gas. Mining pay changed from script (when he was young) to gold to cash to checks. There were a few thefts of payroll from the company. In the coal camps, people seemed to enjoy life more than neighbors in cities or on farms. Neighbors often got together for parties and seemed able to get by, with less money. Wojtylka feels that today's workers expect more for less effort and are not willing to work. Mining camps were less isolated than ranches and farms, and also had shorter work-days. Working conditions in the mines were much better if it wasn't low coal. During Prohibition, some families made wine at home; there were a few bootleggers of whisky, also. There was even some gambling in Cokedale, many years ago. They used to enjoy streetcar service from Cokedale to Trinidad. Today, Wojtylka decries high prices and wages; he feels that people are unwilling to work for a good life. He compares life and costs today vs. during Roosevelt's presidency. Wojtylka admits that small towns such as Cokedale have governance problems because people are in conflict with each other. There's a surprising amount of conflict in such a small town: witness their difficulties finishing the local sewer service.",summary,,,,,,University of Colorado Boulder Archives,"Wojtylka, Frank 1906-1983",,,,,,,,,,,,,,,,,,5/23/1978,MovingImage,video/mp4,178-Wojtylka,Colorado Coal Project Collection,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, CO","Cokedale, CO",,,,,,,,1922/1978,,,,,,,,JZ: no transcript yet found for this video; 27 Mar. 2014,,,,,
Colorado Coal Project,Interview with Mrs. Emma Zanetell,,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.","Beshoar, Barron B., 1907-",,,,,,,"Coal Strike, Colo., 1913-1914",Coal mines and mining -- Las Animas County -- Colorado,Strikes and lockouts -- Coal mining -- Colorado,Forbes Canyon (Colo.),Coal mining -- Colorado,,Labor disputes -- Colorado,,,,,,,,,,,,,,,,,"Mrs. Emma Zanetell of Aguilar was born in Trinidad, Colorado in March 1892 as Emma Oberosler, daughter of a coal miner. He had moved to the U.S. and worked a few years, then went back to Germany to marry. He was a union supporter; their house was blown up as retribution for his union activities. At Sopris, the miners' wives united to stay in a boarding house, while their men were away at a march in Huerfano County. She recalls the strike in 1903, when her father was beaten. At age 12, her father fell ill and Emma began work doing laundry; he died in 2 years. Emma married in July of 1913, to a pit boss at the Forbes mine. He walked out when the company imported African-American strikebreakers. When the 1913 strike began in September, the company forced the Zanetells out of company housing. For the next 2.5 years, they lived in the tent colony at Forbes: stifling in summer heat and miserable in winter's snows. When people were gone to the funeral for her twins, the militia burned all the tents but hers. She was recovering, inside, and would've died -- but one militiaman threatened to kill the other if she were harmed. Her husband was blacklisted, but eventually worked at Ramey. She describes packing a hearty lunch in her husband's bucket for work. They view a photo of her friends and family in front of her tent. (There is a change of interviewers to Angela.) The Zanetells have been in their present home in Aguilar since 1916. Emma bore 13 children, 5 of whom died as children. During the coal strike of 1913-1914, her family lived in the tent colony near the Forbes mine in Colorado. There she lost 2 sets of twin children, who died shortly after their births in the tent. Company doctors would not come to help, because the miners had moved out of company housing. Doctors from town couldn't reach the tent colony, because of shooting along the route. Her children were delivered by other women in the tent colony. Dr. Beshoar, the UMW doctor, eventually came to her aid by crawling along the creek-bed to the Forbes colony. Company guards and militiamen burned the other tents, while the community was gone to Trinidad to bury her dead infants; Emma's was the only tent left standing -- because she was still inside, recovering. One militiaman threatened to kill the other if any harm came to her. After the strike, her family lived at Ramey and Aguilar, Colorado. For a while, she went to the cemetery daily to grieve for her dead children. Her husband worked at the Royal and Empire mines (where an explosion occurred and the mine whistle sounded the alarm to the families in town). Her 8 surviving children attended school in Aguilar and have each moved on to successful adult lives. The Great Depression was especially hard in 1939, but they always had plenty of food. The family rejoiced when her 4 sons returned home safely from World War II. She views photos and recalls the women's march in Trinidad, Mother Jones, and the family's tent at the Forbes colony.",summary,,,,,,,,University of Colorado Boulder Archives,,"Zanetell, Emma 1893-1985","[Zanatell, Emma]",,,,,,,,,,,,,,,,6/27/1978,Text,text/pdf,narv_coloradoCoal_transZanetell,Colorado Coal Project Collection,English,201-Zanetell,sourceFor,http://cudl.colorado.edu/luna/servlet/s/staa7h,,,,,,,,,,,,,,,,,,,,,,,"Royal Mine (Las Animas County, CO)","Ramey Mines, CO","Las Animas County, CO","Aguilar, CO",,,"Sopris Mine, CO",,,,,1913/1978,,,,,,,,JZ: transcript's first 29 pages NOT included in video; video continues another 12 minutes after transcript ends -- 18 Mar. 2014,,,,,
Colorado Coal Project,Interview with Mrs. Emma Zanetell,,,"Margolis, Eric, 1947-",,,"McMahan, Ronald L.","Beshoar, Barron B., 1907-",,,,,,,"Coal Strike, Colo., 1913-1914",Coal mines and mining -- Las Animas County -- Colorado,Strikes and lockouts -- Coal mining -- Colorado,Forbes Canyon (Colo.),Coal mining -- Colorado,,Labor disputes -- Colorado,,,,,,,,,,,,,,,,,"Mrs. Emma Zanetell bore 13 children, 5 of whom died as infants. During the coal strike of 1913-1914, her family lived in the tent colony near the Forbes mine in Colorado. There she lost 2 sets of twin children, who died shortly after their births in the tent. Company doctors would not come to help, because the miners had moved out of company housing. Doctors from town couldn't reach the tent colony, because of shooting along the route. Her children were delivered by other women in the tent colony. Dr. Beshoar, the UMW doctor, eventually came to her aid by crawling along the creek-bed to the Forbes colony. Company guards and militiamen burned the other tents, while the community was gone to Trinidad to bury her dead infants; Emma's was the only tent left standing -- because she was still inside, recovering. One militiaman threatened to kill the other if any harm came to her. After the strike, her family lived at Ramey and Aguilar, Colorado. For awhile, she went to the cemetery daily to grieve for her dead children. Her husband worked at the Royal and Empire mines (where an explosion occurred and the mine whistle sounded the alarm to the families in town). Her 8 surviving children attended school in Aguilar and have each moved on to successful adult lives. The Great Depression was especially hard in 1939, but they always had plenty of food. The family rejoiced when her 4 sons returned home safely from World War II. She views photos and recalls the women's march in Trinidad, Mother Jones, and the family's tent at the Forbes colony.",summary,(Transcript includes 29 pages before this video begins.) 10:00 talking about feeding her family during the Depression = p. 36 of pdf 20:00 showing photos and describing her 8 living children = p. 49 of pdf 30:00 discussion of the women's march at Trinidad = p. 56 of pdf (Transcript ends at 61 pages.) ~37:00 NO AUDIO -- exterior footage continues 40:00 -- no audio; exterior footage of the family's yard and garden ~49:50 -- video ends.,SegmentSequence,,,,,,University of Colorado Boulder Archives,,"Zanetell, Emma 1893-1985","[Zanatell, Emma]",,,,,,,,,,,,,,,,6/27/1978,MovingImage,video/mp4,201-Zanetell,Colorado Coal Project Collection,English,narv_coloradoCoal_transZanetell,derivedFrom,,,,,,,,,,,,,,,,,,,,,,,,"Royal Mine (Las Animas County, CO)","Ramey Mines, CO","Las Animas County, CO","Aguilar, CO",,,"Sopris Mine, CO",,,,,1913/1978,,,,,,,,JZ: transcript includes 29 pages before this video begins; NO audio in last 12 min. of this video; 18 Mar. 2014,,,,,
